publication_date	list_label	scope	rank	entry_name	pfdb_id	issue_url
1984-12-15	WWF	promotion	8	The Iron Sheik	12	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	9	David Schultz	4818	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	10	Roddy Piper	21	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	2	Abdullah The Butcher	512	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	5	Jumbo Tsuruta	1040	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	6	Jerry Lawler	150	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	7	Larry Zbyszko	497	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	8	Billy Robinson	1027	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	9	Brad Rheingans	1085	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	10	Tony Atlas	42	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	1	Wahoo McDaniel	535	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	2	The Spoiler	1690	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	4	Angelo Mosca	5124	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	5	Kerry Von Erich	119	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	6	Angelo Mosca Jr.	5950	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	7	Billy Graham	994	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	8	Carlos Colon	155	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	9	Gino Hernandez	4044	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	10	Ricky Steamboat	5	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	1	Angelo Mosca	5124	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	2	Billy Graham	994	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	3	Billy Jack	62	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	4	Dusty Rhodes	109	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	5	Barry Windham	14	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	6	Mike Rotundo	13	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	7	Dick Slater	649	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	8	Ron Bass	79	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	9	Kevin Sullivan	505	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	1	The Spoiler	1690	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	2	Ronnie Garvin	104	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	3	Ted DiBiase	82	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	5	Jake Roberts	37	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	6	Nikolai Volkoff	11	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	7	Billy Jack	62	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	8	Krusher Kruschev	92	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	10	Jerry Oates	5200	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	1	Wahoo McDaniel	535	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	2	Angelo Mosca Jr.	5950	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	3	Tully Blanchard	106	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	4	Junkyard Dog	9	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	5	Ricky Steamboat	5	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	7	Mark Youngblood	552	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	8	Buzz Sawyer	543	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	9	The Masked Outlaw	59	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	10	Adrian Street	1123	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	1	Magnum T. A.	3614	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	3	Krusher Kruschev	92	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	5	Junkyard Dog	9	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	6	Butch Reed	71	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	7	Nikolai Volkoff	11	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	9	Jay Youngblood	3608	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	1	Tommy Rich	541	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	2	Rick Rude	87	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	3	Jerry Lawler	150	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	4	Masao Ito	3609	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	5	Randy Savage	27	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	6	King Kong Bundy	3	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	7	Eddie Gilbert	496	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	8	Ricky Morton	259	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	9	Robert Gibson	260	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	10	Jim Neidhart	53	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	1	Rip Oliver	1089	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	4	Mr. Ebony	6018	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	5	Tom Prichard	161	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	6	Armando Guerrero	515	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	8	Mike Miller	3720	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	9	Doug Somers	590	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	1	Gino Hernandez	4044	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	2	Jim Garvin	495	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	3	Kerry Von Erich	119	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	4	Chris Adams	558	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	5	Kevin Von Erich	1077	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	6	Terry Gordy	217	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	7	Mike Von Erich	4041	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	8	The Missing Link	3216	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	9	Killer Khan	4057	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	10	Butch Reed	71	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-01	Top 10	singles	1	Ric Flair	138	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	2	Rick Martel	60	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	4	Hulk Hogan	19	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	5	Dusty Rhodes	109	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	6	Kerry Von Erich	119	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	8	Barry Windham	14	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	9	Wahoo McDaniel	535	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	10	Tully Blanchard	106	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	1	Dusty Rhodes	109	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	4	Hulk Hogan	19	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	5	Rick Martel	60	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	6	Kerry Von Erich	119	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	7	Barry Windham	14	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	8	Billy Jack	62	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	9	Sergeant Slaughter	121	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	10	Ricky Steamboat	5	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	1	Kevin Sullivan	505	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	3	Wahoo McDaniel	535	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	4	Tully Blanchard	106	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	5	Abdullah The Butcher	512	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	6	Roddy Piper	21	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	8	Ted DiBiase	82	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	9	Angelo Mosca	5124	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	10	Billy Graham	994	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	1	Tito Santana	1	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	2	Greg Valentine	10	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	3	Jimmy Snuka	114	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	4	Bob Backlund	149	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	5	Sergeant Slaughter	121	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	6	Roddy Piper	21	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	8	Paul Orndorff	22	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	9	The Iron Sheik	12	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	10	Ken Patera	77	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	2	Jumbo Tsuruta	1040	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	4	Tony Atlas	42	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	5	Abdullah The Butcher	512	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	6	Mr. Saito	560	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	7	Jerry Lawler	150	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	9	Jim Brunzell	50	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	10	Brad Rheingans	1085	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	1	Wahoo McDaniel	535	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	2	Ted DiBiase	82	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	4	Angelo Mosca	5124	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	5	Kerry Von Erich	119	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	6	Scott McGhee	3606	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	7	Angelo Mosca Jr.	5950	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	8	Mike Von Erich	4041	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	9	Dusty Rhodes	109	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	10	Carlos Colon	155	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	1	Angelo Mosca	5124	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	2	Scott McGhee	3606	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	3	Billy Jack	62	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	4	Billy Graham	994	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	5	Dusty Rhodes	109	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	6	Kevin Sullivan	505	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	7	Dory Funk, Jr.	59	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	9	One Man Gang	85	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	10	Ron Bass	79	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	1	Ted DiBiase	82	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	2	Ronnie Garvin	104	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	4	Buzz Sawyer	543	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	5	Jake Roberts	37	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	6	Tommy Rich	541	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	8	Billy Jack	62	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	10	Jerry Oates	5200	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	1	Wahoo McDaniel	535	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	2	Angelo Mosca Jr.	5950	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	3	Tully Blanchard	106	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	4	Ricky Steamboat	5	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	6	Mark Youngblood	552	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	7	Nikita Koloff	501	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	8	Buzz Sawyer	543	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	9	The Renegade	3608	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	10	Adrian Street	1123	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	1	Magnum T. A.	3614	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	2	Butch Reed	71	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	3	Hercules Hernandez	57	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	4	Junkyard Dog	9	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	6	Ted DiBiase	82	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	7	Jim Duggan	83	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	8	Steve Williams	498	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	9	Krusher Kruschev	92	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	1	Tommy Rich	541	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	2	King Kong Bundy	3	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	3	Jerry Lawler	150	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	4	Eddie Gilbert	496	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	5	Rick Rude	87	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	6	Randy Savage	27	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	7	Masao Ito	3609	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	8	Ricky Morton	259	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	9	Robert Gibson	260	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	10	Jim Neidhart	53	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	1	Rip Oliver	1089	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	4	Matt Borne	6	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	5	Tom Prichard	161	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	6	Kevin Kelly	143	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	7	Mr. Ebony	6018	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	8	Mike Miller	3720	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	9	Doug Somers	590	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	10	Ron Pope	4064	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	1	Mike Von Erich	4041	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	2	Kerry Von Erich	119	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	3	Gino Hernandez	4044	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	4	Kevin Von Erich	1077	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	5	Killer Khan	4057	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	6	Chris Adams	558	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	7	The Missing Link	3216	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	8	Kelly Kiniski	4042	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	9	Butch Reed	71	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	10	Jake Roberts	37	http://www.profightdb.com/pwi-monthly/december-1984-286.html
